chr	start	end	log2_TNratio_corrected
1	1000001	1500000	NA
1	1500001	2000000	0.00720634033697668
1	2000001	2500000	NA
1	2500001	3000000	NA
1	3000001	3500000	0.0106119994681095
1	4000001	4500000	-0.0409419917887723
1	4500001	5000000	-0.0430239402455939
1	5000001	5500000	0.084654358754664
1	5500001	6000000	0.00190919609838747
1	6000001	6500000	-0.0346307786525306
1	6500001	7000000	0.00612983352168137
1	7000001	7500000	0.029351702030444
1	7500001	8000000	0.0175304160832747
1	8000001	8500000	-0.0259278489179206
1	8500001	9000000	0.0269201714447432
1	9000001	9500000	0.00919105246146079
1	9500001	10000000	-0.00147916037547584
1	10000001	10500000	-0.040382734517431
1	10500001	11000000	-0.0107097613260476
1	11000001	11500000	0.00490222915830229
1	11500001	12000000	-0.0542430941120933
1	12000001	12500000	0.00882795782312873
1	12500001	13000000	0.065024355002013
1	14000001	14500000	-0.0110503575950312
1	14500001	15000000	-0.0384424127015769
1	15000001	15500000	0.0109366522057516
1	15500001	16000000	-0.0488591160071909
1	16000001	16500000	0.0390426267125498
1	16500001	17000000	0.54246295075513
1	17000001	17500000	NA
1	17500001	18000000	-0.0480749145562153
1	18000001	18500000	-0.0225255687529359
1	18500001	19000000	0.0176803974702441
1	19000001	19500000	0.00215380876221662
1	19500001	20000000	-0.000459305826107247
1	20000001	20500000	-0.0130572116220205
1	20500001	21000000	-0.0219562560798003
1	21000001	21500000	0.0426260005367158
1	21500001	22000000	0.0126823553720811
1	22000001	22500000	-0.0294183796395572
1	22500001	23000000	-0.027692289701126
1	23000001	23500000	0.0541388767969309
1	23500001	24000000	-0.0417810835662636
1	24000001	24500000	-0.336968973839435
1	24500001	25000000	-0.0115640859559441
1	25000001	25500000	-0.00698708581432751
1	25500001	26000000	-0.0940127363936408
1	26000001	26500000	-0.00128715100725736
1	26500001	27000000	-0.0122215838822753
1	27000001	27500000	-0.00864141462901744
1	27500001	28000000	0.0240528745755069
1	28000001	28500000	0.0172461428717006
1	28500001	29000000	-0.0104073102136115
1	29000001	29500000	-0.00532172289623704
1	30000001	30500000	NA
1	30500001	31000000	-0.000942362622237701
1	31000001	31500000	-0.00137977845391776
1	31500001	32000000	-0.0248061128297519
1	32000001	32500000	0.0190596777060478
1	32500001	33000000	-0.0636391997057968
1	33000001	33500000	0.0118243945819896
1	33500001	34000000	0.0576191269779571
1	34000001	34500000	0.00883463508852276
1	34500001	35000000	0.0355037393493466
1	35000001	35500000	-0.0486257558235262
1	35500001	36000000	-0.0142072600649201
